Timestamp,Src IP,Dst IP,Src Port,Dst Port,Protocol,Length,Src Packet Count,Dst Packet Count,Src Byte Count,Dst Byte Count,Src Port Count,Dst Port Count,Src Length StdDev,Dst Length StdDev
1736949867.067428,10.59.108.55,142.250.185.74,51472,443,6,296,103,0,30100,0,19,1,364.448393395685,0.0
1736949867.067831,10.59.108.55,142.250.185.74,51472,443,6,105,104,0,30205,0,19,1,363.1393261311316,0.0
1736949867.084287,142.250.184.234,10.59.108.55,443,51596,6,66,7,104,704,30205,1,19,38.53075456851381,363.1393261311316
1736949867.084728,142.250.185.74,10.59.108.55,443,51472,6,66,1,104,66,30205,1,19,0.0,363.1393261311316
1736949867.09401,142.250.185.74,10.59.108.55,443,51472,6,66,2,104,132,30205,1,19,0.0,363.1393261311316
1736949867.094505,142.250.185.74,10.59.108.55,443,51472,6,105,3,104,237,30205,1,19,22.516660498395403,363.1393261311316
1736949867.094829,10.59.108.55,142.250.185.74,51472,443,6,66,105,3,30271,237,19,1,362.05234757000596,22.516660498395403
1736949867.227778,142.250.185.74,10.59.108.55,443,51472,6,135,4,105,372,30271,1,19,33.49626844888845,362.05234757000596
1736949867.2283049,10.59.108.55,142.250.185.74,51472,443,6,66,106,4,30337,372,19,1,360.97047550579856,33.49626844888845
1736949867.230185,10.59.108.55,142.250.184.234,51596,443,6,1466,107,7,31803,704,19,1,376.93388911382823,38.53075456851381
1736949867.230576,10.59.108.55,142.250.184.234,51596,443,6,1327,108,7,33130,704,19,1,388.0337414361078,38.53075456851381
1736949867.230936,142.250.185.74,10.59.108.55,443,51472,6,97,5,108,469,33130,1,19,29.063723092542705,388.0337414361078
1736949867.2312598,10.59.108.55,142.250.185.74,51472,443,6,66,109,5,33196,469,19,1,386.9209290032184,29.063723092542705
1736949867.231621,142.250.185.74,10.59.108.55,443,51472,6,105,6,109,574,33196,1,19,26.394443859772206,386.9209290032184
1736949867.231925,10.59.108.55,142.250.185.74,51472,443,6,66,110,6,33262,574,19,1,385.81299795517424,26.394443859772206
1736949867.232276,10.59.108.55,142.250.185.74,51472,443,6,105,111,6,33367,574,19,1,384.51197591656313,26.394443859772206
1736949867.243068,142.250.184.234,10.59.108.55,443,51596,6,66,8,111,770,33367,1,19,37.708468166030976,384.51197591656313
1736949867.243376,142.250.184.234,10.59.108.55,443,51596,6,66,9,111,836,33367,1,19,36.685979762180416,384.51197591656313
1736949867.2659829,142.250.185.74,10.59.108.55,443,51472,6,66,7,111,640,33367,1,19,26.576036466819396,384.51197591656313
1736949867.298802,10.59.108.55,216.58.206.78,51718,443,6,54,112,0,33421,0,20,1,383.48462646567884,0.0
1736949867.317426,216.58.206.78,10.59.108.55,443,51718,6,66,1,112,66,33421,1,20,0.0,383.48462646567884
1736949867.359464,142.250.184.234,10.59.108.55,443,51596,6,133,10,112,969,33421,1,20,36.84034624038041,383.48462646567884
1736949867.360605,142.250.184.234,10.59.108.55,443,51596,6,115,11,112,1084,33421,1,20,35.37333356177683,383.48462646567884
1736949867.361345,10.59.108.55,142.250.184.234,51596,443,6,66,113,11,33487,1084,20,1,382.3942844086712,35.37333356177683
1736949867.407267,10.59.108.55,35.186.224.44,63000,443,6,98,114,2,33585,160,20,1,381.15148356445036,19.79898987322333
1736949867.408437,10.59.108.55,35.186.224.44,63000,443,6,98,115,2,33683,160,20,1,379.91869799497067,19.79898987322333
1736949867.409338,10.59.108.55,35.186.224.44,63000,443,6,98,116,2,33781,160,20,1,378.6958583724223,19.79898987322333
1736949867.410042,10.59.108.55,35.186.224.44,63000,443,6,98,117,2,33879,160,20,1,377.4828926156875,19.79898987322333
1736949867.410679,10.59.108.55,35.186.224.44,63000,443,6,98,118,2,33977,160,20,1,376.27972619881393,19.79898987322333
1736949867.411316,10.59.108.55,35.186.224.44,63000,443,6,98,119,2,34075,160,20,1,375.0862824348008,19.79898987322333
1736949867.411953,10.59.108.55,35.186.224.44,63000,443,6,98,120,2,34173,160,20,1,373.9024827366605,19.79898987322333
1736949867.422629,35.186.224.44,10.59.108.55,443,63000,6,66,3,120,226,34173,1,20,16.165807537309522,373.9024827366605
1736949867.4232588,35.186.224.44,10.59.108.55,443,63000,6,66,4,120,292,34173,1,20,14.0,373.9024827366605
1736949867.4238331,35.186.224.44,10.59.108.55,443,63000,6,66,5,120,358,34173,1,20,12.521980673998822,373.9024827366605
1736949867.4274602,35.186.224.44,10.59.108.55,443,63000,6,94,6,120,452,34173,1,20,14.459137825841024,373.9024827366605
1736949867.428514,35.186.224.44,10.59.108.55,443,63000,6,124,7,120,576,34173,1,20,22.640040383608607,373.9024827366605
1736949867.4291189,10.59.108.55,35.186.224.44,63000,443,6,66,121,7,34239,576,20,1,372.87209455532013,22.640040383608607
1736949867.971873,10.59.108.55,52.168.117.168,51675,443,6,185,122,0,34424,0,21,1,371.4340171574862,0.0
1736949867.9727418,10.59.108.55,52.168.117.168,51675,443,6,105,123,0,34529,0,21,1,370.2533758231111,0.0
1736949867.973356,10.59.108.55,52.168.117.168,51675,443,6,1494,124,0,36023,0,21,1,384.5052886601244,0.0
1736949867.974195,10.59.108.55,52.168.117.168,51675,443,6,1494,125,0,37517,0,21,1,397.7928692657897,0.0
1736949867.974951,10.59.108.55,52.168.117.168,51675,443,6,1494,126,0,39011,0,21,1,410.225849448271,0.0
1736949867.975646,10.59.108.55,52.168.117.168,51675,443,6,1494,127,0,40505,0,21,1,421.89470114904594,0.0
1736949867.976203,10.59.108.55,52.168.117.168,51675,443,6,1494,128,0,41999,0,21,1,432.8751455913907,0.0
1736949867.976574,10.59.108.55,52.168.117.168,51675,443,6,1494,129,0,43493,0,21,1,443.2313773867931,0.0
1736949867.976923,10.59.108.55,52.168.117.168,51675,443,6,1494,130,0,44987,0,21,1,453.018426504413,0.0
1736949867.977249,10.59.108.55,52.168.117.168,51675,443,6,1494,131,0,46481,0,21,1,462.28392543521966,0.0
1736949867.97758,10.59.108.55,52.168.117.168,51675,443,6,188,132,0,46669,0,21,1,460.7449380402116,0.0
1736949867.984703,10.59.108.55,17.248.209.72,63333,443,6,237,133,14,46906,6452,21,1,459.1076250146018,512.8970292732865
1736949867.985228,10.59.108.55,17.248.209.72,63333,443,6,1121,134,14,48027,6452,21,1,462.16921050427396,512.8970292732865
1736949867.985617,10.59.108.55,17.248.209.72,63333,443,6,1072,135,14,49099,6452,21,1,464.51939975352406,512.8970292732865
1736949867.985983,10.59.108.55,17.248.209.72,63333,443,6,97,136,14,49196,6452,21,1,463.3604506100434,512.8970292732865
1736949867.9975328,10.59.107.167,224.0.0.251,5353,5353,17,103,2,0,206,0,1,1,0.0,0.0
1736949868.003812,10.59.107.93,224.0.0.251,5353,5353,17,452,4,0,980,0,2,1,138.0,0.0
1736949868.0052018,10.59.107.203,239.255.255.250,60040,1900,17,167,2,0,270,0,2,2,45.254833995939045,0.0
1736949868.0059252,17.248.209.72,10.59.108.55,443,63333,6,66,15,136,6518,49196,1,21,504.6456842841983,463.3604506100434
1736949868.006583,17.248.209.72,10.59.108.55,443,63333,6,101,16,136,6619,49196,1,21,494.61321167824326,463.3604506100434
1736949868.006901,17.248.209.72,10.59.108.55,443,63333,6,66,17,136,6685,49196,1,21,486.27468181725294,463.3604506100434
1736949868.007263,10.59.108.55,17.248.209.72,63333,443,6,66,137,17,49262,6685,21,1,462.3446753907442,486.27468181725294
1736949868.0080261,10.59.108.208,239.255.255.250,60624,1900,17,167,2,0,334,0,1,2,0.0,0.0
1736949868.102127,52.168.117.168,10.59.108.55,443,51675,6,66,1,137,66,49262,1,21,0.0,462.3446753907442
1736949868.103241,52.168.117.168,10.59.108.55,443,51675,6,105,2,137,171,49262,1,21,27.577164466275352,462.3446753907442
1736949868.103959,52.168.117.168,10.59.108.55,443,51675,6,66,3,137,237,49262,1,21,22.516660498395403,462.3446753907442
1736949868.1048162,52.168.117.168,10.59.108.55,443,51675,6,66,4,137,303,49262,1,21,19.5,462.3446753907442
1736949868.107384,52.168.117.168,10.59.108.55,443,51675,6,66,5,137,369,49262,1,21,17.44133022449836,462.3446753907442
1736949868.108253,10.59.108.55,52.168.117.168,51675,443,6,66,138,5,49328,369,21,1,461.3315870116131,17.44133022449836
1736949868.1088881,52.168.117.168,10.59.108.55,443,51675,6,66,6,138,435,49328,1,21,15.921683328090658,461.3315870116131
1736949868.1095738,52.168.117.168,10.59.108.55,443,51675,6,66,7,138,501,49328,1,21,14.740614447359862,461.3315870116131
1736949868.1104121,52.168.117.168,10.59.108.55,443,51675,6,66,8,138,567,49328,1,21,13.788582233137676,461.3315870116131
1736949868.111237,52.168.117.168,10.59.108.55,443,51675,6,66,9,138,633,49328,1,21,13.0,461.3315870116131
1736949868.111865,52.168.117.168,10.59.108.55,443,51675,6,66,10,138,699,49328,1,21,12.33288287465668,461.3315870116131
1736949868.112413,52.168.117.168,10.59.108.55,443,51675,6,66,11,138,765,49328,1,21,11.758942438532781,461.3315870116131
1736949868.1131232,10.59.107.203,239.255.255.250,60040,1900,17,167,3,0,437,0,2,2,36.950417228136054,0.0
1736949868.1721668,10.59.109.169,239.255.255.250,52758,1900,17,408,8,0,3257,0,8,2,25.776165624190778,0.0
1736949868.175788,10.59.109.169,239.255.255.250,54172,1900,17,417,9,0,3674,0,9,2,24.335045601856688,0.0
1736949868.177789,10.59.109.169,239.255.255.250,33364,1900,17,464,10,0,4138,0,10,2,28.93978422710009,0.0
1736949868.1789088,10.59.108.205,10.59.255.255,55593,15600,17,77,2,0,154,0,2,3,0.0,0.0
1736949868.2050712,10.59.107.203,239.255.255.250,60040,1900,17,167,4,0,604,0,2,2,32.0,0.0
1736949868.206037,52.168.117.168,10.59.108.55,443,51675,6,163,12,138,928,49328,1,21,29.2149816278421,461.3315870116131
1736949868.2123232,10.59.108.55,52.168.117.168,51675,443,6,66,139,12,49394,928,21,1,460.3213096999787,29.2149816278421
1736949868.212988,10.59.108.55,52.168.117.168,51675,443,6,101,140,12,49495,928,21,1,459.16596912720144,29.2149816278421
1736949868.313251,17.248.209.72,10.59.108.55,443,63333,6,1514,18,140,8199,49495,1,21,540.6824935426793,459.16596912720144
1736949868.31382,17.248.209.72,10.59.108.55,443,63333,6,260,19,140,8459,49495,1,21,527.3596262879786,459.16596912720144
1736949868.314188,10.59.108.55,17.248.209.72,63333,443,6,66,141,19,49561,8459,21,1,458.16350207125026,527.3596262879786
1736949868.328446,10.59.108.55,17.248.209.72,63333,443,6,202,142,19,49763,8459,21,1,456.708258052916,527.3596262879786
1736949868.329021,10.59.108.55,17.248.209.72,63333,443,6,1121,143,19,50884,8459,21,1,459.6364758631096,527.3596262879786
1736949868.329416,10.59.108.55,17.248.209.72,63333,443,6,640,144,19,51524,8459,21,1,458.6382897317676,527.3596262879786
1736949868.3297899,10.59.108.55,17.248.209.72,63333,443,6,97,145,19,51621,8459,21,1,457.5559239734728,527.3596262879786
1736949868.339317,17.248.209.72,10.59.108.55,443,63333,6,66,20,145,8525,51621,1,21,520.2508377797448,457.5559239734728
1736949868.339872,17.248.209.72,10.59.108.55,443,63333,6,101,21,145,8626,51621,1,21,512.0208887107932,457.5559239734728
1736949868.340225,10.59.108.55,17.248.209.72,63333,443,6,66,146,21,51687,8626,21,1,456.60665135062226,512.0208887107932
1736949868.348284,52.168.117.168,10.59.108.55,443,51675,6,66,13,146,994,51687,1,21,28.147277501904707,456.60665135062226
1736949868.541824,10.59.109.169,239.255.255.250,50019,1900,17,384,11,0,4522,0,11,2,28.887556301821533,0.0
1736949868.787596,10.59.108.55,10.59.107.93,51666,8009,6,176,147,4,51863,980,21,2,455.27706953641103,138.0
1736949868.791593,17.248.209.72,10.59.108.55,443,63333,6,694,22,147,9320,51863,1,21,503.31685991218444,455.27706953641103
1736949868.7921321,10.59.108.55,17.248.209.72,63333,443,6,66,148,22,51929,9320,21,1,454.33794668884315,503.31685991218444
1736949868.798454,10.59.107.93,10.59.108.55,8009,51666,6,176,5,148,1156,51929,2,21,123.43095235798839,454.33794668884315
1736949868.798808,10.59.108.55,10.59.107.93,51666,8009,6,66,149,5,51995,1156,21,2,453.4014371750049,123.43095235798839
1736949868.863652,10.59.108.55,17.248.209.72,63333,443,6,220,150,22,52215,9320,21,1,452.00005568093735,503.31685991218444
1736949868.8643048,10.59.108.55,17.248.209.72,63333,443,6,1009,151,22,53224,9320,21,1,453.69005329537606,503.31685991218444
1736949868.864766,10.59.108.55,17.248.209.72,63333,443,6,97,152,22,53321,9320,21,1,452.6598263540858,503.31685991218444
1736949868.874218,17.248.209.72,10.59.108.55,443,63333,6,66,23,152,9386,53321,1,21,497.3670597203455,452.6598263540858
1736949868.878548,10.59.108.55,17.248.209.72,63333,443,6,221,153,23,53542,9386,21,1,451.29036910621306,497.3670597203455
1736949868.8792021,10.59.108.55,17.248.209.72,63333,443,6,1006,154,23,54548,9386,21,1,452.9091538468074,497.3670597203455
1736949868.879672,10.59.108.55,17.248.209.72,63333,443,6,97,155,23,54645,9386,21,1,451.9087540578683,497.3670597203455
1736949868.880108,10.59.108.55,17.248.209.72,63333,443,6,223,156,23,54868,9386,21,1,450.5680256523772,497.3670597203455
1736949868.8805299,10.59.108.55,17.248.209.72,63333,443,6,1001,157,23,55869,9386,21,1,452.10101854034025,497.3670597203455
1736949868.880939,10.59.108.55,17.248.209.72,63333,443,6,97,158,23,55966,9386,21,1,451.1291755320262,497.3670597203455
1736949868.882855,10.59.108.55,17.248.209.72,63333,443,6,219,159,23,56185,9386,21,1,449.8271175837636,497.3670597203455
1736949868.883295,10.59.108.55,17.248.209.72,63333,443,6,1005,160,23,57190,9386,21,1,451.3598975047204,497.3670597203455
1736949868.8884292,17.248.209.72,10.59.108.55,443,63333,6,66,24,160,9452,57190,1,21,491.42098012818394,451.3598975047204
1736949868.8890061,17.248.209.72,10.59.108.55,443,63333,6,66,25,160,9518,57190,1,21,485.5216713323241,451.3598975047204
1736949868.893329,17.248.209.72,10.59.108.55,443,63333,6,66,26,160,9584,57190,1,21,479.6994956781235,451.3598975047204
1736949868.9183528,10.59.108.55,17.248.209.72,63333,443,6,879,161,26,58069,9584,21,1,451.8208522534743,479.6994956781235
1736949868.9190059,10.59.108.55,17.248.209.72,63333,443,6,1121,162,26,59190,9584,21,1,454.35952996571933,479.6994956781235
1736949868.919457,10.59.108.55,17.248.209.72,63333,443,6,160,163,26,59350,9584,21,1,453.240554314969,479.6994956781235
1736949868.9198852,10.59.108.55,17.248.209.72,63333,443,6,97,164,26,59447,9584,21,1,452.3292610472168,479.6994956781235
1736949868.930242,10.59.108.55,17.248.209.72,63333,443,6,562,165,26,60009,9584,21,1,451.21552119047595,479.6994956781235
1736949868.9308841,10.59.108.55,17.248.209.72,63333,443,6,1121,166,26,61130,9584,21,1,453.6699866742943,479.6994956781235
1736949868.931326,10.59.108.55,17.248.209.72,63333,443,6,99,167,26,61229,9584,21,1,452.7810878479064,479.6994956781235
1736949868.9317389,10.59.108.55,17.248.209.72,63333,443,6,97,168,26,61326,9584,21,1,451.9025104559312,479.6994956781235
1736949868.937609,17.248.209.72,10.59.108.55,443,63333,6,66,27,168,9650,61326,1,21,473.9755965203969,451.9025104559312
1736949868.945419,17.248.209.72,10.59.108.55,443,63333,6,66,28,168,9716,61326,1,21,468.36437224151155,451.9025104559312
1736949868.9633799,10.59.108.55,17.248.209.72,63333,443,6,1514,169,28,62840,9716,21,1,459.14231221134287,468.36437224151155
1736949868.9655108,17.248.209.72,10.59.108.55,443,63333,6,66,29,169,9782,62840,1,21,462.87526115484127,459.14231221134287
1736949868.965834,17.248.209.72,10.59.108.55,443,63333,6,66,30,169,9848,62840,1,21,457.51404224414216,459.14231221134287
1736949869.001936,17.248.209.72,10.59.108.55,443,63333,6,78,31,169,9926,62840,1,21,452.06440686808025,459.14231221134287
1736949869.139912,17.248.209.72,10.59.108.55,443,63333,6,1514,32,169,11440,62840,1,21,492.24646331402045,459.14231221134287
1736949869.1408489,17.248.209.72,10.59.108.55,443,63333,6,330,33,169,11770,62840,1,21,484.51771553439266,459.14231221134287
1736949869.141691,10.59.108.55,17.248.209.72,63333,443,6,66,170,33,62906,11770,21,1,458.3824388929139,484.51771553439266
1736949869.156735,10.59.108.55,17.248.209.72,63333,443,6,202,171,33,63108,11770,21,1,457.21287696288823,484.51771553439266
1736949869.1576672,10.59.108.55,17.248.209.72,63333,443,6,1121,172,33,64229,11770,21,1,459.46544084410675,484.51771553439266
1736949869.15829,10.59.108.55,17.248.209.72,63333,443,6,1121,173,33,65350,11770,21,1,461.64009192484065,484.51771553439266
1736949869.1588979,10.59.108.55,17.248.209.72,63333,443,6,648,174,33,65998,11770,21,1,460.75966714299466,484.51771553439266
1736949869.1594691,10.59.108.55,17.248.209.72,63333,443,6,97,175,33,66095,11770,21,1,459.92906570948594,484.51771553439266
1736949869.160254,17.248.209.72,10.59.108.55,443,63333,6,1514,34,175,13284,66095,1,21,516.7574619778643,459.92906570948594
1736949869.160972,17.248.209.72,10.59.108.55,443,63333,6,327,35,175,13611,66095,1,21,509.2152423339369,459.92906570948594
1736949869.161528,10.59.108.55,17.248.209.72,63333,443,6,66,176,35,66161,13611,21,1,459.2144953012756,509.2152423339369
1736949869.177469,17.248.209.72,10.59.108.55,443,63333,6,1514,36,176,15125,66161,1,21,535.7751208844343,459.2144953012756
1736949869.178192,17.248.209.72,10.59.108.55,443,63333,6,330,37,176,15455,66161,1,21,528.4891917776804,459.2144953012756
1736949869.17871,17.248.209.72,10.59.108.55,443,63333,6,1514,38,176,16969,66161,1,21,550.7996495204101,459.2144953012756
1736949869.179214,17.248.209.72,10.59.108.55,443,63333,6,326,39,176,17295,66161,1,21,543.8466718011151,459.2144953012756
1736949869.1796649,10.59.108.55,17.248.209.72,63333,443,6,66,177,39,66227,17295,21,1,458.5001874230531,543.8466718011151
1736949869.186387,17.248.209.72,10.59.108.55,443,63333,6,1514,40,177,18809,66227,1,21,562.8824847751675,458.5001874230531
1736949869.187145,17.248.209.72,10.59.108.55,443,63333,6,333,41,177,19142,66227,1,21,556.2149402489091,458.5001874230531
1736949869.1876109,17.248.209.72,10.59.108.55,443,63333,6,66,42,177,19208,66227,1,21,552.8612787091668,458.5001874230531
1736949869.1880472,17.248.209.72,10.59.108.55,443,63333,6,66,43,177,19274,66227,1,21,549.4902329046313,458.5001874230531
1736949869.189028,17.248.209.72,10.59.108.55,443,63333,6,101,44,177,19375,66227,1,21,545.5803371952092,458.5001874230531
1736949869.189418,17.248.209.72,10.59.108.55,443,63333,6,66,45,177,19441,66227,1,21,542.2241019796858,458.5001874230531
1736949869.189793,10.59.108.55,17.248.209.72,63333,443,6,66,178,45,66293,19441,21,1,457.78623345666074,542.2241019796858
1736949869.190172,10.59.108.55,17.248.209.72,63333,443,6,66,179,45,66359,19441,21,1,457.0727207988073,542.2241019796858
1736949869.2102551,10.59.108.55,17.248.209.72,63333,443,6,97,180,45,66456,19441,21,1,456.25057312277454,542.2241019796858
1736949869.22064,17.248.209.72,10.59.108.55,443,63333,6,78,46,180,19519,66456,1,21,538.7003724746697,456.25057312277454
1736949869.288048,17.248.209.72,10.59.108.55,443,63333,6,1514,47,180,21033,66456,1,21,556.0153216664488,456.25057312277454
1736949869.288566,10.59.108.55,17.248.209.72,63333,443,6,66,181,47,66522,21033,21,1,455.5392600358487,556.0153216664488
1736949869.289906,17.248.209.72,10.59.108.55,443,63333,6,332,48,181,21365,66522,1,21,550.3210760917485,455.5392600358487
1736949869.290325,10.59.108.55,17.248.209.72,63333,443,6,66,182,48,66588,21365,21,1,454.82861100380546,550.3210760917485
1736949869.3775308,10.59.109.0,10.59.255.255,58976,51007,17,186,3,0,558,0,1,3,0.0,0.0
1736949869.457193,17.248.209.72,10.59.108.55,443,63333,6,739,49,182,22104,66588,1,21,546.1745083189209,454.82861100380546
1736949869.4578009,10.59.108.55,17.248.209.72,63333,443,6,66,183,49,66654,22104,21,1,454.1186994502826,546.1745083189209
1736949869.459091,17.248.209.72,10.59.108.55,443,63333,6,97,50,183,22201,66654,1,21,542.8871604482756,454.1186994502826
1736949869.459567,10.59.108.55,17.248.209.72,63333,443,6,66,184,50,66720,22201,21,1,453.409595558737,542.8871604482756
1736949869.467249,10.59.108.55,17.248.209.72,63333,443,6,185,185,50,66905,22201,21,1,452.3643332666169,542.8871604482756
1736949869.469036,10.59.108.55,17.248.209.72,63333,443,6,1121,186,50,68026,22201,21,1,454.56291188372927,542.8871604482756
1736949869.469483,10.59.108.55,17.248.209.72,63333,443,6,1121,187,50,69147,22201,21,1,456.69133309275765,542.8871604482756
1736949869.469874,10.59.108.55,17.248.209.72,63333,443,6,639,188,50,69786,22201,21,1,455.8916533208755,542.8871604482756
1736949869.47025,10.59.108.55,17.248.209.72,63333,443,6,97,189,50,69883,22201,21,1,455.1148166576497,542.8871604482756
1736949869.475939,17.248.209.72,10.59.108.55,443,63333,6,66,51,189,22267,69883,1,21,540.0313723639165,455.1148166576497
1736949869.477408,17.248.209.72,10.59.108.55,443,63333,6,66,52,189,22333,69883,1,21,537.1749446796207,455.1148166576497
1736949869.477777,17.248.209.72,10.59.108.55,443,63333,6,101,53,189,22434,69883,1,21,533.8947381618075,455.1148166576497
1736949869.478106,10.59.108.55,17.248.209.72,63333,443,6,66,190,53,69949,22434,21,1,454.44381131064017,533.8947381618075
1736949869.480337,17.248.209.72,10.59.108.55,443,63333,6,66,54,190,22500,69949,1,21,531.0643282642104,454.44381131064017
1736949869.48074,17.248.209.72,10.59.108.55,443,63333,6,101,55,190,22601,69949,1,21,527.8430551869475,454.44381131064017
1736949869.481086,10.59.108.55,17.248.209.72,63333,443,6,66,191,55,70015,22601,21,1,453.77331922570465,527.8430551869475
1736949869.568984,10.59.108.55,17.248.209.72,63333,443,6,220,192,55,70235,22601,21,1,452.70746810087184,527.8430551869475
1736949869.5695958,10.59.108.55,17.248.209.72,63333,443,6,1121,193,55,71356,22601,21,1,454.78746690986344,527.8430551869475
1736949869.570016,10.59.108.55,17.248.209.72,63333,443,6,210,194,55,71566,22601,21,1,453.75265418738326,527.8430551869475
1736949869.570405,10.59.108.55,17.248.209.72,63333,443,6,97,195,55,71663,22601,21,1,453.0003228687201,527.8430551869475
1736949869.5783858,17.248.209.72,10.59.108.55,443,63333,6,66,56,195,22667,71663,1,21,525.0495731078917,453.0003228687201
1736949869.583648,17.248.209.72,10.59.108.55,443,63333,6,66,57,195,22733,71663,1,21,522.2716220924776,453.0003228687201
1736949869.685549,10.59.108.228,10.59.255.255,57621,57621,17,86,1,0,86,0,1,3,0.0,0.0
1736949869.7747579,17.248.209.72,10.59.108.55,443,63333,6,740,58,195,23473,71663,1,21,519.6048096363401,453.0003228687201
1736949869.7759628,10.59.108.55,17.248.209.72,63333,443,6,66,196,58,71729,23473,21,1,452.3502316251004,519.6048096363401
1736949869.788393,10.59.108.55,17.248.209.72,63333,443,6,184,197,58,71913,23473,21,1,451.3810196198955,519.6048096363401
1736949869.792779,10.59.108.55,17.248.209.72,63333,443,6,1121,198,58,73034,23473,21,1,453.42785814297076,519.6048096363401
1736949869.793958,10.59.108.55,17.248.209.72,63333,443,6,668,199,58,73702,23473,21,1,452.778236070747,519.6048096363401
1736949869.8279092,17.248.209.72,10.59.108.55,443,63333,6,1514,59,199,24987,73702,1,21,534.9678808560687,452.778236070747
1736949869.82926,17.248.209.72,10.59.108.55,443,63333,6,322,60,199,25309,73702,1,21,530.5767406168649,452.778236070747
1736949869.8318279,10.59.108.55,17.248.209.72,63333,443,6,66,200,60,73768,25309,21,1,452.1516559739663,530.5767406168649
1736949869.832893,10.59.108.55,17.248.209.72,63333,443,6,1514,201,60,75282,25309,21,1,458.1956458225528,530.5767406168649
1736949869.898131,17.248.209.72,10.59.108.55,443,63333,6,66,61,201,25375,75282,1,21,528.1054027307831,458.1956458225528
1736949869.900128,17.248.209.72,10.59.108.55,443,63333,6,101,62,201,25476,75282,1,21,525.2842075276469,458.1956458225528
1736949869.901053,17.248.209.72,10.59.108.55,443,63333,6,78,63,201,25554,75282,1,21,522.7162132853125,458.1956458225528
1736949869.902428,10.59.108.55,17.248.209.72,63333,443,6,66,202,63,75348,25554,21,1,457.5696884650252,522.7162132853125
1736949869.9366488,10.59.108.55,17.248.209.72,63333,443,6,220,203,63,75568,25554,21,1,456.56200537440674,522.7162132853125
1736949869.93788,10.59.108.55,17.248.209.72,63333,443,6,1121,204,63,76689,25554,21,1,458.44317780522357,522.7162132853125
1736949869.938764,10.59.108.55,17.248.209.72,63333,443,6,803,205,63,77492,25554,21,1,458.2898837541702,522.7162132853125
1736949869.939729,10.59.108.55,17.248.209.72,63333,443,6,97,206,63,77589,25554,21,1,457.5897893020585,522.7162132853125
1736949869.960646,10.59.104.189,239.255.255.250,55566,3702,17,698,1,0,698,0,1,3,0.0,0.0
1736949869.995571,17.248.209.72,10.59.108.55,443,63333,6,66,64,206,25620,77589,1,21,520.2859065967236,457.5897893020585
1736949869.997292,17.248.209.72,10.59.108.55,443,63333,6,66,65,206,25686,77589,1,21,517.8679721110985,457.5897893020585
1736949869.9985862,10.59.108.55,10.59.0.1,54159,53,17,81,207,4,77670,412,22,1,456.94006116984264,68.98308971528216
1736949869.9996731,10.59.108.55,10.59.0.1,65503,53,17,81,208,4,77751,412,23,1,456.29127127619535,68.98308971528216
1736949870.000664,17.248.209.72,10.59.108.55,443,63333,6,66,66,208,25752,77751,1,23,515.4638511265188,456.29127127619535
1736949870.001416,17.248.209.72,10.59.108.55,443,63333,6,66,67,208,25818,77751,1,23,513.0747937749784,456.29127127619535
1736949870.007092,10.59.0.1,10.59.108.55,53,65503,17,97,5,208,509,77751,1,23,59.80133777767852,456.29127127619535
1736949870.011991,10.59.0.1,10.59.108.55,53,54159,17,81,6,208,590,77751,1,23,54.15779414513359,456.29127127619535
1736949870.021229,10.59.108.55,142.250.185.163,63334,443,6,78,209,0,77829,0,24,1,455.65273133743733,0.0
1736949870.034362,142.250.185.163,10.59.108.55,443,63334,6,74,1,209,74,77829,1,24,0.0,455.65273133743733
1736949870.0354629,10.59.108.55,142.250.185.163,63334,443,6,66,210,1,77895,74,24,1,455.0527806211709,0.0
1736949870.036303,10.59.108.55,142.250.185.163,63334,443,6,583,211,1,78478,74,24,1,454.2027293909,0.0
1736949870.057399,142.250.185.163,10.59.108.55,443,63334,6,66,2,211,140,78478,1,24,5.656854249492381,454.2027293909
1736949870.061999,142.250.185.163,10.59.108.55,443,63334,6,1466,3,211,1606,78478,1,24,805.9909015201929,454.2027293909
1736949870.0633569,142.250.185.163,10.59.108.55,443,63334,6,1466,4,211,3072,78478,1,24,805.9875929566161,454.2027293909
1736949870.064498,142.250.185.163,10.59.108.55,443,63334,6,1466,5,211,4538,78478,1,24,764.6259216113459,454.2027293909
1736949870.065283,142.250.185.163,10.59.108.55,443,63334,6,359,6,211,4897,78478,1,24,719.6405815868549,454.2027293909
1736949870.065876,10.59.108.55,142.250.185.163,63334,443,6,66,212,6,78544,4897,24,1,453.61203845044304,719.6405815868549
1736949870.0684001,10.59.108.55,142.250.185.163,63334,443,6,130,213,6,78674,4897,24,1,452.84083986185357,719.6405815868549
1736949870.069279,10.59.108.55,142.250.185.163,63334,443,6,482,214,6,79156,4897,24,1,451.8421932988586,719.6405815868549
1736949870.0699039,10.59.108.55,142.250.185.163,63334,443,6,1318,215,6,80474,4897,24,1,455.3991109216302,719.6405815868549
1736949870.080533,142.250.185.163,10.59.108.55,443,63334,6,680,7,215,5577,80474,1,24,658.9518733781484,455.3991109216302
1736949870.0811799,10.59.108.55,142.250.185.163,63334,443,6,66,216,7,80540,5577,24,1,454.82280920064295,658.9518733781484
1736949870.082187,10.59.108.55,142.250.185.163,63334,443,6,97,217,7,80637,5577,24,1,454.1550361396408,658.9518733781484
