Timestamp,Src IP,Dst IP,Src Port,Dst Port,Protocol,Length,Src Packet Count,Dst Packet Count,Src Byte Count,Dst Byte Count,Src Port Count,Dst Port Count,Src Length StdDev,Dst Length StdDev
1736949870.082828,142.250.185.163,10.59.108.55,443,63334,6,66,8,217,5643,80637,1,24,662.5174795537743,454.1550361396408
1736949870.083502,142.250.185.163,10.59.108.55,443,63334,6,97,9,217,5740,80637,1,24,652.064179697401,454.1550361396408
1736949870.08409,10.59.108.55,142.250.185.163,63334,443,6,66,218,9,80703,5740,24,1,453.5798748286048,652.064179697401
1736949870.098804,142.250.185.163,10.59.108.55,443,63334,6,783,10,218,6523,80703,1,24,616.4848470697934,453.5798748286048
1736949870.099961,142.250.185.163,10.59.108.55,443,63334,6,476,11,218,6999,80703,1,24,587.2595833035151,453.5798748286048
1736949870.100896,142.250.185.163,10.59.108.55,443,63334,6,97,12,218,7096,80703,1,24,581.167998451603,453.5798748286048
1736949870.101695,142.250.185.163,10.59.108.55,443,63334,6,105,13,218,7201,80703,1,24,572.5414776151537,453.5798748286048
1736949870.1023202,10.59.108.55,142.250.185.163,63334,443,6,66,219,13,80769,7201,24,1,453.00497164579207,572.5414776151537
1736949870.1029918,10.59.108.55,142.250.185.163,63334,443,6,105,220,13,80874,7201,24,1,452.3193520777217,572.5414776151537
1736949870.11662,17.248.209.72,10.59.108.55,443,63333,6,696,68,220,26514,80874,1,24,510.62308251472473,452.3193520777217
1736949870.1176069,17.248.209.72,10.59.108.55,443,63333,6,97,69,220,26611,80874,1,24,508.07973745057285,452.3193520777217
1736949870.1184158,10.59.104.189,239.255.255.250,55566,3702,17,698,2,0,1396,0,1,3,0.0,0.0
1736949870.1188521,10.59.108.55,17.248.209.72,63333,443,6,66,221,69,80940,26611,24,1,451.7460006636365,508.07973745057285
1736949870.127397,10.59.108.55,17.248.209.72,63333,443,6,236,222,69,81176,26611,24,1,450.80755082659323,508.07973745057285
1736949870.128366,10.59.108.55,17.248.209.72,63333,443,6,1121,223,69,82297,26611,24,1,452.62621828119757,508.07973745057285
1736949870.1292548,10.59.108.55,17.248.209.72,63333,443,6,1121,224,69,83418,26611,24,1,454.39637108979775,508.07973745057285
1736949870.130142,10.59.108.55,17.248.209.72,63333,443,6,644,225,69,84062,26611,24,1,453.7423729299078,508.07973745057285
1736949870.130937,10.59.108.55,17.248.209.72,63333,443,6,97,226,69,84159,26611,24,1,453.10667622462967,508.07973745057285
1736949870.132042,142.250.185.163,10.59.108.55,443,63334,6,66,14,226,7267,84159,1,24,565.3255650556541,453.10667622462967
1736949870.151477,17.248.209.72,10.59.108.55,443,63333,6,66,70,226,26677,84159,1,24,505.82961414959163,453.10667622462967
1736949870.152535,17.248.209.72,10.59.108.55,443,63333,6,66,71,226,26743,84159,1,24,503.5939107671683,453.10667622462967
1736949870.1534789,17.248.209.72,10.59.108.55,443,63333,6,101,72,226,26844,84159,1,24,501.089123668789,453.10667622462967
1736949870.154398,17.248.209.72,10.59.108.55,443,63333,6,101,73,226,26945,84159,1,24,498.61325921788756,453.10667622462967
1736949870.1550841,17.248.209.72,10.59.108.55,443,63333,6,101,74,226,27046,84159,1,24,496.16618524092036,453.10667622462967
1736949870.15563,10.59.108.55,17.248.209.72,63333,443,6,66,227,74,84225,27046,24,1,452.56022783098393,496.16618524092036
1736949870.157183,10.59.106.147,239.255.255.250,63683,1900,17,167,1,0,167,0,1,3,0.0,0.0
1736949870.186155,17.248.209.72,10.59.108.55,443,63333,6,66,75,227,27112,84225,1,24,494.0141800496116,452.56022783098393
1736949870.2199512,10.59.108.55,17.248.209.72,63333,443,6,221,228,75,84446,27112,24,1,451.6716067660284,494.0141800496116
1736949870.221246,10.59.108.55,17.248.209.72,63333,443,6,1121,229,75,85567,27112,24,1,453.4014610188817,494.0141800496116
1736949870.2221901,10.59.108.55,17.248.209.72,63333,443,6,435,230,75,86002,27112,24,1,452.4285009077604,494.0141800496116
1736949870.223171,10.59.108.55,17.248.209.72,63333,443,6,97,231,75,86099,27112,24,1,451.8114182805567,494.0141800496116
1736949870.255604,17.248.209.72,10.59.108.55,443,63333,6,66,76,231,27178,86099,1,24,491.878957439663,451.8114182805567
1736949870.257427,17.248.209.72,10.59.108.55,443,63333,6,66,77,231,27244,86099,1,24,489.76091716352914,451.8114182805567
1736949870.258165,17.248.209.72,10.59.108.55,443,63333,6,66,78,231,27310,86099,1,24,487.66039276801916,451.8114182805567
1736949870.2588348,17.248.209.72,10.59.108.55,443,63333,6,66,79,231,27376,86099,1,24,485.5776585132984,451.8114182805567
1736949870.260167,10.59.106.147,239.255.255.250,63683,1900,17,167,2,0,334,0,1,3,0.0,0.0
1736949870.310543,10.59.108.55,52.168.117.168,51675,443,6,184,232,13,86283,994,24,1,451.0026401048551,28.147277501904707
1736949870.31169,10.59.108.55,52.168.117.168,51675,443,6,1494,233,13,87777,994,24,1,455.9939145304428,28.147277501904707
1736949870.312491,10.59.108.55,52.168.117.168,51675,443,6,1494,234,13,89271,994,24,1,460.8390952098354,28.147277501904707
1736949870.313334,10.59.108.55,52.168.117.168,51675,443,6,1080,235,13,90351,994,24,1,462.1052650003895,28.147277501904707
1736949870.326903,17.248.209.72,10.59.108.55,443,63333,6,1514,80,235,28890,90351,1,24,499.8382871400902,462.1052650003895
1736949870.328259,17.248.209.72,10.59.108.55,443,63333,6,330,81,235,29220,90351,1,24,496.7165131586068,462.1052650003895
1736949870.329482,10.59.108.55,17.248.209.72,63333,443,6,66,236,81,90417,29220,24,1,461.5867795427895,496.7165131586068
1736949870.3604228,10.59.106.147,239.255.255.250,63683,1900,17,167,3,0,501,0,1,3,0.0,0.0
1736949870.42368,52.168.117.168,10.59.108.55,443,51675,6,66,14,236,1060,90417,1,24,27.18718185363936,461.5867795427895
1736949870.4250722,52.168.117.168,10.59.108.55,443,51675,6,66,15,236,1126,90417,1,24,26.318018451967372,461.5867795427895
1736949870.435654,10.59.108.55,17.248.209.130,63314,443,6,129,237,21,90546,4160,24,1,460.90349458834686,117.22325057850287
1736949870.437024,10.59.108.55,17.248.209.130,63314,443,6,426,238,21,90972,4160,24,1,459.93891918599434,117.22325057850287
1736949870.437821,10.59.108.55,17.248.209.130,63314,443,6,129,239,21,91101,4160,24,1,459.263854789557,117.22325057850287
1736949870.4386408,10.59.108.55,17.248.209.130,63314,443,6,616,240,21,91717,4160,24,1,458.5526406535554,117.22325057850287
1736949870.461538,17.248.209.130,10.59.108.55,443,63314,6,66,22,240,4226,91717,1,24,117.81377924541161,458.5526406535554
1736949870.46262,17.248.209.130,10.59.108.55,443,63314,6,297,23,240,4523,91717,1,24,117.16523246938378,458.5526406535554
1736949870.463319,17.248.209.130,10.59.108.55,443,63314,6,66,24,240,4589,91717,1,24,117.65239115686317,458.5526406535554
1736949870.464109,17.248.209.130,10.59.108.55,443,63314,6,296,25,240,4885,91717,1,24,117.06657649958562,458.5526406535554
1736949870.464917,10.59.108.55,17.248.209.130,63314,443,6,66,241,25,91783,4885,24,1,458.04927868215754,117.06657649958562
1736949870.466151,17.248.209.72,10.59.108.55,443,63333,6,741,82,241,29961,91783,1,24,495.4237154030881,458.04927868215754
1736949870.478948,10.59.108.55,17.248.209.72,63333,443,6,66,242,82,91849,29961,24,1,457.54581697785073,495.4237154030881
1736949870.4798348,10.59.108.55,17.248.209.130,63314,443,6,130,243,25,91979,4885,24,1,456.88002611491163,117.06657649958562
1736949870.480575,10.59.108.55,17.248.209.130,63314,443,6,456,244,25,92435,4885,24,1,455.96595836518725,117.06657649958562
1736949870.48124,10.59.108.55,17.248.209.72,63333,443,6,185,245,82,92620,29961,24,1,455.1991169061269,495.4237154030881
1736949870.481832,10.59.108.55,17.248.209.72,63333,443,6,1121,246,82,93741,29961,24,1,456.7322534799138,495.4237154030881
1736949870.482423,10.59.108.55,17.248.209.72,63333,443,6,1121,247,82,94862,29961,24,1,458.2281144848939,495.4237154030881
1736949870.4832482,10.59.108.55,17.248.209.72,63333,443,6,646,248,82,95508,29961,24,1,457.6019911920775,495.4237154030881
1736949870.484035,10.59.108.55,17.248.209.72,63333,443,6,97,249,82,95605,29961,24,1,457.0433227244447,495.4237154030881
1736949870.502293,17.248.209.72,10.59.108.55,443,63333,6,66,83,249,30027,95605,1,24,493.48888156356537,457.0433227244447
1736949870.502969,17.248.209.130,10.59.108.55,443,63314,6,66,26,249,4951,95605,1,24,117.47516267770752,457.0433227244447
1736949870.5035899,17.248.209.72,10.59.108.55,443,63333,6,66,84,249,30093,95605,1,24,491.5674922099613,457.0433227244447
1736949870.504312,17.248.209.72,10.59.108.55,443,63333,6,101,85,249,30194,95605,1,24,489.42875780197613,457.0433227244447
1736949870.505072,17.248.209.130,10.59.108.55,443,63314,6,297,27,249,5248,95605,1,24,117.00563699377518,457.0433227244447
1736949870.505766,17.248.209.72,10.59.108.55,443,63333,6,101,86,249,30295,95605,1,24,487.312930609543,457.0433227244447
1736949870.506484,17.248.209.72,10.59.108.55,443,63333,6,101,87,249,30396,95605,1,24,485.2198073321263,457.0433227244447
1736949870.5071309,10.59.108.55,17.248.209.130,63314,443,6,66,250,27,95671,5248,24,1,456.56770848772794,117.00563699377518
1736949870.507755,10.59.108.55,17.248.209.72,63333,443,6,66,251,87,95737,30396,24,1,456.09189089506845,485.2198073321263
1736949870.5443041,17.248.209.72,10.59.108.55,443,63333,6,66,88,251,30462,95737,1,24,483.36799446935356,456.09189089506845
1736949870.5663161,17.248.209.72,10.59.108.55,443,63333,6,1514,89,251,31976,95737,1,24,496.30006019004,456.09189089506845
1736949870.5759099,17.248.209.72,10.59.108.55,443,63333,6,329,90,251,32305,95737,1,24,493.51430340509717,456.09189089506845
1736949870.576479,17.248.209.72,10.59.108.55,443,63333,6,97,91,251,32402,95737,1,24,491.5324969972948,456.09189089506845
1736949870.5768661,10.59.108.55,17.248.209.72,63333,443,6,66,252,91,95803,32402,24,1,455.6159075689458,491.5324969972948
1736949870.596041,10.59.108.55,17.248.209.72,63333,443,6,221,253,91,96024,32402,24,1,454.82110914765883,491.5324969972948
1736949870.596668,10.59.108.55,17.248.209.72,63333,443,6,1121,254,91,97145,32402,24,1,456.29926170270284,491.5324969972948
1736949870.597097,10.59.108.55,17.248.209.72,63333,443,6,156,255,91,97301,32402,24,1,455.62090717448484,491.5324969972948
1736949870.6046321,17.248.209.72,10.59.108.55,443,63333,6,66,92,255,32468,97301,1,24,489.7588698504896,455.62090717448484
1736949870.622706,10.59.108.55,35.186.224.44,64943,443,6,109,256,7,97410,576,25,1,455.04565590535344,22.640040383608607
1736949870.660087,17.248.209.72,10.59.108.55,443,63333,6,66,93,256,32534,97410,1,25,487.997630599556,455.04565590535344
1736949870.661055,17.248.209.72,10.59.108.55,443,63333,6,66,94,256,32600,97410,1,25,486.24893568384493,455.04565590535344
1736949870.661812,35.186.224.44,10.59.108.55,443,64943,6,66,8,256,642,97410,1,25,21.737065119284157,455.04565590535344
1736949870.662666,35.186.224.44,10.59.108.55,443,64943,6,106,9,256,748,97410,1,25,22.070593809662466,455.04565590535344
1736949870.663636,10.59.108.55,35.186.224.44,64943,443,6,66,257,9,97476,748,25,1,454.5795630674132,22.070593809662466
1736949870.7153769,52.168.117.168,10.59.108.55,443,51675,6,165,16,257,1291,97476,1,25,33.94057306528574,454.5795630674132
1736949870.716088,10.59.108.55,52.168.117.168,51675,443,6,66,258,16,97542,1291,25,1,454.11335231173905,33.94057306528574
1736949870.827727,17.248.209.72,10.59.108.55,443,63333,6,740,95,258,33340,97542,1,25,485.33503164837464,454.11335231173905
1736949870.829373,10.59.108.55,17.248.209.72,63333,443,6,66,259,95,97608,33340,25,1,453.64705687389824,485.33503164837464
1736949870.84022,10.59.108.55,17.248.209.72,63333,443,6,858,260,95,98466,33340,25,1,453.7526027174108,485.33503164837464
1736949870.8416781,10.59.108.55,17.248.209.72,63333,443,6,1121,261,95,99587,33340,25,1,455.20390329500395,485.33503164837464
1736949870.8430028,10.59.108.55,17.248.209.72,63333,443,6,678,262,95,100265,33340,25,1,454.7000019718077,485.33503164837464
1736949870.8440828,10.59.108.55,17.248.209.72,63333,443,6,97,263,95,100362,33340,25,1,454.17320599943395,485.33503164837464
1736949870.852386,17.248.209.72,10.59.108.55,443,63333,6,66,96,263,33406,100362,1,25,483.649045860119,454.17320599943395
1736949870.853318,17.248.209.72,10.59.108.55,443,63333,6,66,97,263,33472,100362,1,25,481.97456812710135,454.17320599943395
1736949870.8541608,17.248.209.72,10.59.108.55,443,63333,6,66,98,263,33538,100362,1,25,480.3117228911285,454.17320599943395
1736949870.854848,17.248.209.72,10.59.108.55,443,63333,6,66,99,263,33604,100362,1,25,478.66061347276707,454.17320599943395
1736949870.855575,17.248.209.72,10.59.108.55,443,63333,6,101,100,263,33705,100362,1,25,476.83350280149085,454.17320599943395
1736949870.856234,10.59.108.55,17.248.209.72,63333,443,6,66,264,100,100428,33705,25,1,453.72490374902293,476.83350280149085
1736949870.896132,10.59.108.55,17.248.209.130,63314,443,6,130,265,27,100558,5248,25,1,453.12593535717025,117.00563699377518
1736949870.897525,10.59.108.55,17.248.209.130,63314,443,6,431,266,27,100989,5248,25,1,452.2812110215262,117.00563699377518
1736949870.9021199,17.248.209.72,10.59.108.55,443,63333,6,1514,101,266,35219,100989,1,25,488.6833851187178,452.2812110215262
1736949870.902708,17.248.209.72,10.59.108.55,443,63333,6,327,102,266,35546,100989,1,25,486.2628907420681,452.2812110215262
1736949870.903126,10.59.108.55,17.248.209.72,63333,443,6,66,267,102,101055,35546,25,1,451.8381866280541,486.2628907420681
1736949870.908552,17.248.209.130,10.59.108.55,443,63314,6,66,28,267,5314,101055,1,25,117.35333072735615,451.8381866280541
1736949870.912469,17.248.209.130,10.59.108.55,443,63314,6,298,29,267,5612,101055,1,25,116.97759879861466,451.8381866280541
1736949870.912884,10.59.108.55,17.248.209.130,63314,443,6,66,268,29,101121,5612,25,1,451.39501639681737,116.97759879861466
1736949870.915945,10.59.108.55,17.248.209.72,63333,443,6,519,269,102,101640,35546,25,1,450.6348815025175,486.2628907420681
1736949870.9164832,10.59.108.55,17.248.209.72,63333,443,6,1121,270,102,102761,35546,25,1,452.06456177848247,486.2628907420681
1736949870.916933,10.59.108.55,17.248.209.72,63333,443,6,159,271,102,102920,35546,25,1,451.42736881809293,486.2628907420681
1736949870.917351,10.59.108.55,17.248.209.72,63333,443,6,97,272,102,103017,35546,25,1,450.91980806972487,486.2628907420681
1736949870.9206002,10.59.108.55,17.248.209.130,63314,443,6,129,273,29,103146,5612,25,1,450.3438700872317,116.97759879861466
1736949870.9213052,10.59.108.55,17.248.209.130,63314,443,6,616,274,29,103762,5612,25,1,449.7485347378135,116.97759879861466
1736949870.948179,17.248.209.72,10.59.108.55,443,63333,6,66,103,274,35612,103762,1,25,484.67330250965915,449.7485347378135
1736949870.9540548,17.248.209.72,10.59.108.55,443,63333,6,66,104,274,35678,103762,1,25,483.09423042946236,449.7485347378135
1736949870.955057,17.248.209.130,10.59.108.55,443,63314,6,66,30,274,5678,103762,1,25,117.27713518321298,449.7485347378135
1736949870.9558249,17.248.209.130,10.59.108.55,443,63314,6,296,31,274,5974,103762,1,25,116.88860610238766,449.7485347378135
1736949870.956507,10.59.108.55,17.248.209.130,63314,443,6,66,275,31,103828,5974,25,1,449.32290453689666,116.88860610238766
1736949870.957267,10.59.108.55,17.248.209.130,63314,443,6,130,276,31,103958,5974,25,1,448.752679345791,116.88860610238766
1736949870.957988,10.59.108.55,17.248.209.130,63314,443,6,457,277,31,104415,5974,25,1,447.9649931830157,116.88860610238766
1736949870.991821,17.248.209.130,10.59.108.55,443,63314,6,66,32,277,6040,104415,1,25,117.14920180637581,447.9649931830157
1736949870.9930549,17.248.209.130,10.59.108.55,443,63314,6,297,33,277,6337,104415,1,25,116.83387908920213,447.9649931830157
1736949870.9937549,10.59.108.55,17.248.209.130,63314,443,6,66,278,33,104481,6337,25,1,447.5443993219724,116.83387908920213
1736949871.048529,10.59.104.189,239.255.255.250,55566,3702,17,698,3,0,2094,0,1,3,0.0,0.0
1736949871.128416,17.248.209.72,10.59.108.55,443,63333,6,693,105,278,36371,104481,1,25,481.97746706104294,447.5443993219724
1736949871.1293929,10.59.108.55,17.248.209.72,63333,443,6,66,279,105,104547,36371,25,1,447.1236619119379,481.97746706104294
1736949871.144715,10.59.108.55,17.248.209.72,63333,443,6,202,280,105,104749,36371,25,1,446.4409877495062,481.97746706104294
1736949871.145705,10.59.108.55,17.248.209.72,63333,443,6,1121,281,105,105870,36371,25,1,447.8649151606153,481.97746706104294
1736949871.146529,10.59.108.55,17.248.209.72,63333,443,6,673,282,105,106543,36371,25,1,447.41519818779096,481.97746706104294
1736949871.167409,17.248.209.72,10.59.108.55,443,63333,6,66,106,282,36437,106543,1,25,480.44933455337025,447.41519818779096
1736949871.1684449,17.248.209.72,10.59.108.55,443,63333,6,101,107,282,36538,106543,1,25,478.7531830682773,447.41519818779096
1736949871.169086,10.59.108.55,17.248.209.72,63333,443,6,66,283,107,106609,36538,25,1,447.00565722332294,478.7531830682773
1736949871.1770291,10.59.108.205,239.255.255.250,33566,15600,17,77,3,0,231,0,3,3,0.0,0.0
1736949871.202709,17.248.209.72,10.59.108.55,443,63333,6,66,108,283,36604,106609,1,25,477.2474955741988,447.00565722332294
1736949871.2180638,17.248.209.72,10.59.108.55,443,63333,6,1514,109,283,38118,106609,1,25,488.1845109358091,447.00565722332294
1736949871.2218828,17.248.209.72,10.59.108.55,443,63333,6,331,110,283,38449,106609,1,25,485.9432457757757,447.00565722332294
1736949871.22238,17.248.209.72,10.59.108.55,443,63333,6,97,111,283,38546,106609,1,25,484.3228771221211,447.00565722332294
1736949871.2227771,10.59.108.55,17.248.209.72,63333,443,6,66,284,111,106675,38546,25,1,446.59593980126107,484.3228771221211
1736949871.2514591,10.59.108.55,17.248.209.72,63333,443,6,219,285,111,106894,38546,25,1,445.9055027367256,484.3228771221211
1736949871.252615,10.59.108.55,17.248.209.72,63333,443,6,1121,286,111,108015,38546,25,1,447.3025537508975,484.3228771221211
1736949871.253522,10.59.108.55,17.248.209.72,63333,443,6,162,287,111,108177,38546,25,1,446.70132194401936,484.3228771221211
1736949871.2540958,10.59.108.55,17.248.209.72,63333,443,6,97,288,111,108274,38546,25,1,446.2273811382565,484.3228771221211
1736949871.2694888,17.248.209.72,10.59.108.55,443,63333,6,97,112,288,38643,108274,1,25,482.7158800968572,446.2273811382565
1736949871.270808,10.59.108.55,17.248.209.72,63333,443,6,78,289,112,108352,38643,25,1,445.79666971345216,482.7158800968572
1736949871.2827468,17.248.209.72,10.59.108.55,443,63333,6,66,113,289,38709,108352,1,25,481.2724009267572,445.79666971345216
1736949871.2838578,17.248.209.72,10.59.108.55,443,63333,6,66,114,289,38775,108352,1,25,479.8377585905118,445.79666971345216
1736949871.284916,17.248.209.72,10.59.108.55,443,63333,6,101,115,289,38876,108352,1,25,478.2487212311892,445.79666971345216
1736949871.286011,10.59.108.55,17.248.209.72,63333,443,6,66,290,115,108418,38876,25,1,445.3943003212106,478.2487212311892
1736949871.444569,10.59.108.176,224.0.0.251,5353,5353,17,364,1,0,364,0,1,1,0.0,0.0
1736949871.4457312,10.59.108.176,224.0.0.251,5353,5353,17,85,2,0,449,0,1,1,197.28279195104676,0.0
1736949871.779155,17.248.209.72,10.59.108.55,443,63333,6,1514,116,290,40390,108418,1,25,488.5223667843426,445.3943003212106
1736949871.7811341,17.248.209.72,10.59.108.55,443,63333,6,329,117,290,40719,108418,1,25,486.4153444001376,445.3943003212106
1736949871.783344,17.248.209.72,10.59.108.55,443,63333,6,97,118,290,40816,108418,1,25,484.88316312019396,445.3943003212106
1736949871.7957299,17.248.209.72,10.59.108.55,443,63333,6,97,119,290,40913,108418,1,25,483.36301193859936,445.3943003212106
1736949871.796407,10.59.108.55,17.248.209.72,63333,443,6,78,291,119,108496,40913,25,1,444.9638397122838,483.36301193859936
1736949871.822329,17.248.209.72,10.59.108.55,443,63333,6,696,120,291,41609,108496,1,25,482.4003619128716,444.9638397122838
1736949871.823138,10.59.108.55,17.248.209.72,63333,443,6,66,292,120,108562,41609,25,1,444.5614265521283,482.4003619128716
1736949871.834988,10.59.108.55,17.248.209.72,63333,443,6,184,293,120,108746,41609,25,1,443.9351145411574,482.4003619128716
1736949871.836517,10.59.108.55,17.248.209.72,63333,443,6,1121,294,120,109867,41609,25,1,445.3294062386065,482.4003619128716
1736949871.837413,10.59.108.55,17.248.209.72,63333,443,6,1121,295,120,110988,41609,25,1,446.6954414737339,482.4003619128716
1736949871.83818,10.59.108.55,17.248.209.72,63333,443,6,643,296,120,111631,41609,25,1,446.20717944480657,482.4003619128716
1736949871.838869,10.59.108.55,17.248.209.72,63333,443,6,97,297,120,111728,41609,25,1,445.7492911314392,482.4003619128716
1736949871.851937,17.248.209.72,10.59.108.55,443,63333,6,66,121,297,41675,111728,1,25,481.0636436076852,445.7492911314392
1736949871.852712,17.248.209.72,10.59.108.55,443,63333,6,101,122,297,41776,111728,1,25,479.57829130199923,445.7492911314392
1736949871.8533828,17.248.209.72,10.59.108.55,443,63333,6,66,123,297,41842,111728,1,25,478.2586760204751,445.7492911314392
1736949871.854131,17.248.209.72,10.59.108.55,443,63333,6,101,124,297,41943,111728,1,25,476.79460944257323,445.7492911314392
1736949871.8548439,10.59.108.55,17.248.209.72,63333,443,6,66,298,124,111794,41943,25,1,445.36087400231594,476.79460944257323
1736949871.8832588,10.59.109.169,239.255.255.250,34827,1900,17,408,12,0,4930,0,12,3,27.557653064516263,0.0
1736949871.883947,10.59.109.169,239.255.255.250,57687,1900,17,417,13,0,5347,0,13,3,26.439820395836705,0.0
1736949871.8988822,10.59.108.55,17.248.209.72,63333,443,6,221,299,124,112015,41943,25,1,444.70235703021643,476.79460944257323
1736949871.8995001,10.59.108.55,17.248.209.72,63333,443,6,1065,300,124,113080,41943,25,1,445.743731084982,476.79460944257323
1736949871.899934,10.59.108.55,17.248.209.72,63333,443,6,97,301,124,113177,41943,25,1,445.2926266201352,476.79460944257323
1736949871.910082,17.248.209.72,10.59.108.55,443,63333,6,66,125,301,42009,113177,1,25,475.4920910437536,445.2926266201352
1736949871.9498398,17.248.209.72,10.59.108.55,443,63333,6,66,126,301,42075,113177,1,25,474.1970759685711,445.2926266201352
1736949872.0723221,10.59.107.232,239.255.255.250,55665,1900,17,212,4,0,863,0,2,3,2.5,0.0
1736949872.085006,10.59.108.55,17.248.209.130,63314,443,6,130,302,33,113307,6337,25,1,444.7776488867691,116.83387908920213
1736949872.085639,10.59.108.55,17.248.209.130,63314,443,6,430,303,33,113737,6337,25,1,444.0518159336517,116.83387908920213
1736949872.0901299,10.59.108.55,17.248.209.130,63314,443,6,130,304,33,113867,6337,25,1,443.54176399848876,116.83387908920213
1736949872.0905972,10.59.108.55,17.248.209.130,63314,443,6,613,305,33,114480,6337,25,1,443.02207847314764,116.83387908920213
1736949872.094472,17.248.209.130,10.59.108.55,443,63314,6,66,34,305,6403,114480,1,25,117.06271838484967,443.02207847314764
1736949872.096354,17.248.209.130,10.59.108.55,443,63314,6,297,35,305,6700,114480,1,25,116.78217171405959,443.02207847314764
1736949872.0968041,10.59.108.55,17.248.209.130,63314,443,6,66,306,35,114546,6700,25,1,442.6486005925665,116.78217171405959
1736949872.100684,17.248.209.130,10.59.108.55,443,63314,6,66,36,306,6766,114546,1,25,116.9847229206677,442.6486005925665
1736949872.10111,17.248.209.130,10.59.108.55,443,63314,6,297,37,306,7063,114546,1,25,116.73350080508256,442.6486005925665
1736949872.101471,10.59.108.55,17.248.209.130,63314,443,6,66,307,37,114612,7063,25,1,442.274955779503,116.73350080508256
1736949872.10335,10.59.108.55,17.248.209.130,63314,443,6,130,308,37,114742,7063,25,1,441.77167939800677,116.73350080508256
1736949872.1037781,10.59.108.55,17.248.209.130,63314,443,6,454,309,37,115196,7063,25,1,441.07827940707296,116.73350080508256
1736949872.113806,17.248.209.130,10.59.108.55,443,63314,6,66,38,309,7129,115196,1,25,116.91404545906599,441.07827940707296
1736949872.114215,17.248.209.130,10.59.108.55,443,63314,6,297,39,309,7426,115196,1,25,116.6877790806502,441.07827940707296
1736949872.114569,10.59.108.55,17.248.209.130,63314,443,6,66,310,39,115262,7426,25,1,440.7086054456778,116.6877790806502
1736949872.151329,17.248.209.72,10.59.108.55,443,63333,6,738,127,310,42813,115262,1,25,473.6706247672575,440.7086054456778
1736949872.1518981,10.59.108.55,17.248.209.72,63333,443,6,66,311,127,115328,42813,25,1,440.33879906362154,473.6706247672575
1736949872.1553228,17.248.209.72,10.59.108.55,443,63333,6,1514,128,311,44327,115328,1,25,483.1335962121429,440.33879906362154
1736949872.155931,17.248.209.72,10.59.108.55,443,63333,6,328,129,311,44655,115328,1,25,481.24535372266314,440.33879906362154
1736949872.156385,17.248.209.72,10.59.108.55,443,63333,6,97,130,311,44752,115328,1,25,479.87427393385246,440.33879906362154
1736949872.1567879,10.59.108.55,17.248.209.72,63333,443,6,66,312,130,115394,44752,25,1,439.96887940933925,479.87427393385246
1736949872.162113,10.59.108.55,17.248.209.72,63333,443,6,202,313,130,115596,44752,25,1,439.36568382690353,479.87427393385246
1736949872.1626399,10.59.108.55,17.248.209.72,63333,443,6,1121,314,130,116717,44752,25,1,440.7095521459446,479.87427393385246
1736949872.163075,10.59.108.55,17.248.209.72,63333,443,6,1121,315,130,117838,44752,25,1,442.02793204790225,479.87427393385246
1736949872.163501,10.59.108.55,17.248.209.72,63333,443,6,652,316,130,118490,44752,25,1,441.6025638424262,479.87427393385246
1736949872.1639118,10.59.108.55,17.248.209.72,63333,443,6,97,317,130,118587,44752,25,1,441.1795981309336,479.87427393385246
1736949872.214591,17.248.209.72,10.59.108.55,443,63333,6,66,131,317,44818,118587,1,25,478.64280921565916,441.1795981309336
1736949872.223924,10.59.108.55,17.248.209.72,63333,443,6,1514,318,131,120101,44818,25,1,445.0972588514929,478.64280921565916
1736949872.225863,17.248.209.72,10.59.108.55,443,63333,6,66,132,318,44884,120101,1,25,477.41773504050434,445.0972588514929
1736949872.226343,17.248.209.72,10.59.108.55,443,63333,6,66,133,318,44950,120101,1,25,476.19909160581824,445.0972588514929
1736949872.226741,17.248.209.72,10.59.108.55,443,63333,6,66,134,318,45016,120101,1,25,474.98691333288775,445.0972588514929
1736949872.227118,17.248.209.72,10.59.108.55,443,63333,6,66,135,318,45082,120101,1,25,473.781229238297,445.0972588514929
1736949872.230131,10.59.108.176,224.0.0.251,5353,5353,17,365,3,0,814,0,1,1,161.37017485685928,0.0
1736949872.235151,17.248.209.72,10.59.108.55,443,63333,6,78,136,318,45160,120101,1,25,472.5331540742368,445.0972588514929
1736949872.245381,10.59.109.169,239.255.255.250,55014,1900,17,384,14,0,5731,0,14,3,26.43019003062492,0.0
1736949872.248159,10.59.108.55,17.248.209.72,63333,443,6,264,319,136,120365,45160,25,1,444.4424441006686,472.5331540742368
1736949872.248736,10.59.108.55,17.248.209.72,63333,443,6,1121,320,136,121486,45160,25,1,445.68844069339696,472.5331540742368
1736949872.249173,10.59.108.55,17.248.209.72,63333,443,6,102,321,136,121588,45160,25,1,445.26125510743043,472.5331540742368
1736949872.249595,10.59.108.55,17.248.209.72,63333,443,6,97,322,136,121685,45160,25,1,444.84440212780964,472.5331540742368
1736949872.256929,17.248.209.72,10.59.108.55,443,63333,6,66,137,322,45226,121685,1,25,471.34112577668503,444.84440212780964
1736949872.259611,17.248.209.72,10.59.108.55,443,63333,6,66,138,322,45292,121685,1,25,470.1556375235617,444.84440212780964
1736949872.260096,17.248.209.72,10.59.108.55,443,63333,6,66,139,322,45358,121685,1,25,468.97670032620846,444.84440212780964
