Timestamp,Src IP,Dst IP,Src Port,Dst Port,Protocol,Length
1736948806.592187,17.248.209.129,10.59.108.55,443,63281,6,66
1736948806.5961988,17.248.209.129,10.59.108.55,443,63281,6,298
1736948806.596622,17.248.209.129,10.59.108.55,443,63281,6,298
1736948806.596973,10.59.108.55,17.248.209.129,63281,443,6,66
1736948806.600275,10.59.108.55,17.248.209.129,63281,443,6,130
1736948806.601464,10.59.108.55,17.248.209.129,63281,443,6,453
1736948806.614371,17.248.209.129,10.59.108.55,443,63281,6,66
1736948806.615314,17.248.209.129,10.59.108.55,443,63281,6,298
1736948806.615836,10.59.108.55,17.248.209.129,63281,443,6,66
1736948806.701922,10.59.104.18,10.59.108.55,1900,51230,17,321
1736948806.786411,10.59.109.38,224.0.0.251,5353,5353,17,178
1736948806.930387,10.59.108.55,224.0.0.251,5353,5353,17,434
1736948806.996041,10.59.108.55,239.255.255.250,51230,1900,17,213
1736948807.0491068,10.59.109.169,239.255.255.250,42706,1900,17,396
1736948808.006325,10.59.104.18,10.59.108.55,1900,51230,17,321
1736948808.143195,10.59.107.21,10.59.255.255,137,137,17,92
1736948808.31583,10.59.109.245,239.255.255.250,50189,1900,17,212
1736948808.426334,10.59.108.55,17.248.209.129,63281,443,6,130
1736948808.426938,10.59.108.55,17.248.209.129,63281,443,6,428
1736948808.436208,10.59.108.55,17.248.209.129,63281,443,6,129
1736948808.436631,10.59.108.55,17.248.209.129,63281,443,6,616
1736948808.4441228,17.248.209.129,10.59.108.55,443,63281,6,66
1736948808.4499369,17.248.209.129,10.59.108.55,443,63281,6,298
1736948808.450619,10.59.108.55,172.224.132.70,59035,443,17,83
1736948808.451041,10.59.108.55,17.248.209.129,63281,443,6,66
1736948808.455891,17.248.209.129,10.59.108.55,443,63281,6,299
1736948808.456308,10.59.108.55,17.248.209.129,63281,443,6,66
1736948808.460428,10.59.108.55,17.248.209.129,63281,443,6,130
1736948808.461163,10.59.108.55,17.248.209.129,63281,443,6,457
1736948808.481376,172.224.132.70,10.59.108.55,443,59035,17,73
1736948808.482357,17.248.209.129,10.59.108.55,443,63281,6,66
1736948808.482954,17.248.209.129,10.59.108.55,443,63281,6,298
1736948808.483514,10.59.108.55,17.248.209.129,63281,443,6,66
1736948809.913059,10.59.109.38,224.0.0.251,5353,5353,17,178
1736948809.9891589,10.59.108.233,224.0.0.251,5353,5353,17,368
1736948810.005939,10.59.107.187,224.0.0.251,5353,5353,17,365
1736948810.063471,10.59.108.55,224.0.0.251,5353,5353,17,434
1736948810.388099,10.59.108.55,10.59.0.1,62489,53,17,87
1736948810.3886359,10.59.108.55,10.59.0.1,54992,53,17,87
1736948810.4119198,10.59.0.1,10.59.108.55,53,62489,17,103
1736948810.4126441,10.59.0.1,10.59.108.55,53,54992,17,87
1736948810.41324,10.59.108.55,142.250.185.74,51641,443,6,78
1736948810.430083,142.250.185.74,10.59.108.55,443,51641,6,74
1736948810.430479,10.59.108.55,142.250.185.74,51641,443,6,66
1736948810.431534,10.59.108.55,142.250.185.74,51641,443,6,1466
1736948810.432106,10.59.108.55,142.250.185.74,51641,443,6,870
1736948810.4666612,10.59.108.55,142.250.185.74,51641,443,6,1466
1736948810.500618,142.250.185.74,10.59.108.55,443,51641,6,66
1736948810.502906,142.250.185.74,10.59.108.55,443,51641,6,66
1736948810.5035222,142.250.185.74,10.59.108.55,443,51641,6,78
1736948810.511055,142.250.185.74,10.59.108.55,443,51641,6,1466
1736948810.511544,142.250.185.74,10.59.108.55,443,51641,6,142
1736948810.511968,10.59.108.55,142.250.185.74,51641,443,6,66
1736948810.512465,10.59.108.55,142.250.185.74,51641,443,6,140
1736948810.512949,10.59.108.55,142.250.185.74,51641,443,6,158
1736948810.513397,10.59.108.55,142.250.185.74,51641,443,6,952
1736948810.567158,10.59.109.169,239.255.255.250,39116,1900,17,396
1736948810.591497,10.59.108.55,51.104.15.252,51604,443,6,184
1736948810.591925,10.59.108.55,51.104.15.252,51604,443,6,105
1736948810.592365,10.59.108.55,51.104.15.252,51604,443,6,1494
1736948810.592771,10.59.108.55,51.104.15.252,51604,443,6,589
1736948810.661707,142.250.185.74,10.59.108.55,443,51641,6,1050
1736948810.662401,142.250.185.74,10.59.108.55,443,51641,6,97
1736948810.663018,10.59.108.55,142.250.185.74,51641,443,6,66
1736948810.6636648,10.59.108.55,142.250.185.74,51641,443,6,97
1736948810.664171,142.250.185.74,10.59.108.55,443,51641,6,306
